,locations,timeOfDay,stayTime
4820,Lotus Tower,Morning,120
4821,Pettah Market,Night,120
4822,Colombo City Center (CCC),Morning,120
4823,Colombo City Center (CCC),Evening,120
4824,National Museum of Colombo,Morning,120
4825,National Museum of Colombo,Evening,120
4826,Dutch Museum,Morning,120
4827,Dutch Museum,Evening,120
4828,Dutch Museum,Night,120
4829,National Art Gallery,Evening,120
4830,Viharamahadevi Park,Morning,120
4831,Viharamahadevi Park,Evening,120
4832,Viharamahadevi Park,Night,120
4833,Lotus Tower,Morning,120
4834,Lotus Tower,Evening,120
4835,Pettah Market,Evening,120
4836,Colombo City Center (CCC),Evening,120
4837,Galle Face Green,Morning,120
4838,Gangaramaya Temple,Morning,120
4839,Gangaramaya Temple,Evening,120
4840,National Museum of Colombo,Morning,120
4841,National Museum of Colombo,Evening,120
4842,Dutch Museum,Evening,120
4843,Kelaniya Raja Maha Viharaya,Morning,120
4844,Kelaniya Raja Maha Viharaya,Evening,120
4845,Kailasanathar Swamy Kovil,Morning,120
4846,Viharamahadevi Park,Morning,120
4847,Pettah Market,Evening,120
4848,One Galle Face ,Morning,120
4849,Colombo City Center (CCC),Morning,120
4850,Galle Face Green,Morning,120
4851,Gangaramaya Temple,Morning,120
4852,Gangaramaya Temple,Evening,120
4853,Gangaramaya Temple,Night,120
4854,National Museum of Colombo,Morning,120
4855,National Museum of Colombo,Evening,120
4856,National Museum of Colombo,Night,120
4857,Independence Memorial Hall,Morning,120
4858,Independence Memorial Hall,Night,120
4859,Dutch Museum,Morning,120
4860,Dutch Museum,Evening,120
4861,Dutch Museum,Night,120
4862,Kelaniya Raja Maha Viharaya,Morning,120
4863,Kelaniya Raja Maha Viharaya,Night,120
4864,Kailasanathar Swamy Kovil,Morning,120
4865,Kailasanathar Swamy Kovil,Evening,120
4866,Kailasanathar Swamy Kovil,Night,120
4867,Viharamahadevi Park,Morning,120
4868,Viharamahadevi Park,Evening,120
4869,Viharamahadevi Park,Night,120
4870,Port City,Evening,120
4871,Pettah Market,Morning,120
4872,Pettah Market,Evening,120
4873,Pettah Market,Night,120
4874,One Galle Face ,Morning,120
4875,Colombo City Center (CCC),Morning,120
4876,Gangaramaya Temple,Morning,120
4877,Gangaramaya Temple,Evening,120
4878,National Museum of Colombo,Night,120
4879,Independence Memorial Hall,Evening,120
4880,Viharamahadevi Park,Morning,120
4881,Viharamahadevi Park,Night,120
4882,Pettah Market,Evening,120
4883,Pettah Market,Night,120
4884,One Galle Face ,Morning,120
4885,Colombo City Center (CCC),Morning,120
4886,Gangaramaya Temple,Morning,120
4887,Gangaramaya Temple,Evening,120
4888,Gangaramaya Temple,Night,120
4889,Independence Memorial Hall,Night,120
4890,Kelaniya Raja Maha Viharaya,Night,120
4891,Viharamahadevi Park,Morning,120
4892,Viharamahadevi Park,Night,120
4893,Port City,Morning,120
4894,Port City,Night,120
4895,Pettah Market,Morning,120
4896,Pettah Market,Night,120
4897,One Galle Face ,Morning,120
4898,Colombo City Center (CCC),Morning,120
4899,Galle Face Green,Evening,120
4900,Galle Face Green,Night,120
4901,Independence Memorial Hall,Evening,120
4902,Kelaniya Raja Maha Viharaya,Morning,120
4903,Viharamahadevi Park,Evening,120
4904,Viharamahadevi Park,Night,120
4905,Lotus Tower,Morning,120
4906,One Galle Face ,Night,120
4907,Colombo City Center (CCC),Night,120
4908,Gangaramaya Temple,Night,120
4909,National Museum of Colombo,Morning,120
4910,National Museum of Colombo,Night,120
4911,Independence Memorial Hall,Morning,120
4912,Independence Memorial Hall,Evening,120
4913,Independence Memorial Hall,Night,120
4914,National Art Gallery,Evening,120
4915,Kelaniya Raja Maha Viharaya,Night,120
4916,Kailasanathar Swamy Kovil,Morning,120
4917,Viharamahadevi Park,Night,120
4918,Port City,Morning,120
4919,Lotus Tower,Morning,120
4920,Pettah Market,Night,120
4921,Jami Ul-Alfar Mosque,Evening,120
4922,One Galle Face ,Evening,120
4923,Kelaniya Raja Maha Viharaya,Morning,120
4924,Viharamahadevi Park,Evening,120
4925,One Galle Face ,Evening,120
4926,One Galle Face ,Night,120
4927,Colombo City Center (CCC),Evening,120
4928,Colombo City Center (CCC),Night,120
4929,Galle Face Green,Evening,120
4930,Galle Face Green,Night,120
4931,Independence Memorial Hall,Evening,120
4932,Independence Memorial Hall,Night,120
4933,Viharamahadevi Park,Morning,120
4934,Viharamahadevi Park,Evening,120
4935,One Galle Face ,Night,120
4936,Colombo City Center (CCC),Morning,120
4937,Independence Memorial Hall,Night,120
4938,Kelaniya Raja Maha Viharaya,Evening,120
4939,One Galle Face ,Morning,120
4940,One Galle Face ,Evening,120
4941,One Galle Face ,Night,120
4942,Colombo City Center (CCC),Evening,120
4943,Colombo City Center (CCC),Night,120
4944,Galle Face Green,Night,120
4945,Gangaramaya Temple,Evening,120
4946,Independence Memorial Hall,Night,120
4947,Kailasanathar Swamy Kovil,Night,120
4948,Viharamahadevi Park,Evening,120
4949,Port City,Evening,120
4950,Pettah Market,Morning,120
4951,Pettah Market,Evening,120
4952,One Galle Face ,Night,120
4953,Colombo City Center (CCC),Night,120
4954,Galle Face Green,Night,120
4955,Gangaramaya Temple,Night,120
4956,Independence Memorial Hall,Evening,120
4957,Independence Memorial Hall,Night,120
4958,Kelaniya Raja Maha Viharaya,Evening,120
4959,Kailasanathar Swamy Kovil,Evening,120
4960,Kailasanathar Swamy Kovil,Night,120
4961,Pettah Market,Night,120
4962,One Galle Face ,Evening,120
4963,Galle Face Green,Evening,120
4964,Gangaramaya Temple,Evening,120
4965,Gangaramaya Temple,Evening,120
4966,Independence Memorial Hall,Morning,120
4967,One Galle Face ,Morning,120
4968,Colombo City Center (CCC),Morning,120
4969,Galle Face Green,Night,120
4970,Viharamahadevi Park,Morning,120
4971,Viharamahadevi Park,Evening,120
4972,Viharamahadevi Park,Night,120
4973,Pettah Market,Morning,120
4974,One Galle Face ,Morning,120
4975,One Galle Face ,Night,120
4976,Colombo City Center (CCC),Morning,120
4977,Colombo City Center (CCC),Night,120
4978,Galle Face Green,Evening,120
4979,Galle Face Green,Night,120
4980,Gangaramaya Temple,Morning,120
4981,Gangaramaya Temple,Night,120
4982,National Museum of Colombo,Morning,120
4983,National Museum of Colombo,Night,120
4984,Independence Memorial Hall,Morning,120
4985,Independence Memorial Hall,Night,120
4986,Dutch Museum,Morning,120
4987,National Art Gallery,Morning,120
4988,National Art Gallery,Night,120
4989,Kelaniya Raja Maha Viharaya,Evening,120
4990,Viharamahadevi Park,Evening,120
4991,Pettah Market,Morning,120
4992,One Galle Face ,Evening,120
4993,One Galle Face ,Night,120
4994,Independence Memorial Hall,Morning,120
4995,Kailasanathar Swamy Kovil,Evening,120
4996,Kailasanathar Swamy Kovil,Night,120
4997,Viharamahadevi Park,Morning,120
4998,Viharamahadevi Park,Evening,120
4999,Viharamahadevi Park,Night,120
5000,Pettah Market,Morning,120
5001,Pettah Market,Evening,120
5002,Pettah Market,Night,120
5003,Viharamahadevi Park,Evening,120
5004,Colombo City Center (CCC),Morning,120
5005,Colombo City Center (CCC),Evening,120
5006,Galle Face Green,Morning,120
5007,Gangaramaya Temple,Night,120
5008,National Art Gallery,Morning,120
5009,National Art Gallery,Evening,120
5010,National Art Gallery,Night,120
5011,Kailasanathar Swamy Kovil,Morning,120
5012,Kailasanathar Swamy Kovil,Evening,120
5013,Kailasanathar Swamy Kovil,Night,120
5014,Viharamahadevi Park,Morning,120
5015,Viharamahadevi Park,Evening,120
5016,Viharamahadevi Park,Night,120
5017,Pettah Market,Morning,120
5018,Pettah Market,Evening,120
5019,Pettah Market,Night,120
5020,Colombo City Center (CCC),Evening,120
5021,Galle Face Green,Night,120
5022,Gangaramaya Temple,Morning,120
5023,National Museum of Colombo,Evening,120
5024,Independence Memorial Hall,Evening,120
5025,Kelaniya Raja Maha Viharaya,Evening,120
5026,Kelaniya Raja Maha Viharaya,Night,120
5027,Kailasanathar Swamy Kovil,Morning,120
5028,Kailasanathar Swamy Kovil,Evening,120
5029,Kailasanathar Swamy Kovil,Night,120
5030,Viharamahadevi Park,Evening,120
5031,Pettah Market,Evening,120
5032,One Galle Face ,Morning,120
5033,One Galle Face ,Evening,120
5034,Viharamahadevi Park,Morning,120
5035,Viharamahadevi Park,Night,120
5036,Pettah Market,Morning,120
5037,One Galle Face ,Evening,120
5038,One Galle Face ,Night,120
5039,Colombo City Center (CCC),Evening,120
5040,Colombo City Center (CCC),Night,120
5041,Galle Face Green,Evening,120
5042,Galle Face Green,Night,120
5043,National Museum of Colombo,Morning,120
5044,National Museum of Colombo,Evening,120
5045,National Museum of Colombo,Night,120
5046,Independence Memorial Hall,Morning,120
5047,Independence Memorial Hall,Evening,120
5048,Independence Memorial Hall,Night,120
5049,Dutch Museum,Evening,120
5050,Dutch Museum,Night,120
5051,National Art Gallery,Morning,120
5052,National Art Gallery,Evening,120
5053,National Art Gallery,Night,120
5054,Viharamahadevi Park,Morning,120
5055,Viharamahadevi Park,Evening,120
5056,Viharamahadevi Park,Night,120
5057,Port City,Morning,120
5058,Port City,Evening,120
5059,Port City,Night,120
5060,Pettah Market,Morning,120
5061,Pettah Market,Evening,120
5062,Pettah Market,Night,120
5063,Viharamahadevi Park,Morning,120
5064,Viharamahadevi Park,Evening,120
5065,One Galle Face ,Evening,120
5066,One Galle Face ,Night,120
5067,One Galle Face ,Morning,120
5068,Colombo City Center (CCC),Morning,120
5069,Galle Face Green,Evening,120
5070,Galle Face Green,Night,120
5071,Gangaramaya Temple,Evening,120
5072,National Museum of Colombo,Evening,120
5073,Independence Memorial Hall,Evening,120
5074,Dutch Museum,Evening,120
5075,National Art Gallery,Evening,120
5076,Kelaniya Raja Maha Viharaya,Evening,120
5077,Viharamahadevi Park,Evening,120
5078,Galle Face Green,Night,120
5079,Independence Memorial Hall,Morning,120
5080,Colombo City Center (CCC),Night,120
5081,Gangaramaya Temple,Morning,120
5082,National Museum of Colombo,Morning,120
5083,Independence Memorial Hall,Evening,120
5084,Independence Memorial Hall,Night,120
5085,Dutch Museum,Evening,120
5086,Kelaniya Raja Maha Viharaya,Night,120
5087,Viharamahadevi Park,Evening,120
5088,Viharamahadevi Park,Night,120
5089,Gangaramaya Temple,Morning,120
5090,Gangaramaya Temple,Evening,120
5091,Gangaramaya Temple,Night,120
5092,National Museum of Colombo,Morning,120
5093,National Museum of Colombo,Evening,120
5094,National Museum of Colombo,Night,120
5095,Independence Memorial Hall,Morning,120
5096,Independence Memorial Hall,Evening,120
5097,Independence Memorial Hall,Night,120
5098,Dutch Museum,Morning,120
5099,Dutch Museum,Evening,120
5100,Dutch Museum,Night,120
5101,Kelaniya Raja Maha Viharaya,Morning,120
5102,Kelaniya Raja Maha Viharaya,Evening,120
5103,Kelaniya Raja Maha Viharaya,Night,120
5104,One Galle Face ,Evening,120
5105,Colombo City Center (CCC),Evening,120
5106,Galle Face Green,Morning,120
5107,National Museum of Colombo,Morning,120
5108,Independence Memorial Hall,Night,120
5109,Dutch Museum,Evening,120
5110,Dutch Museum,Night,120
5111,National Art Gallery,Evening,120
5112,Kailasanathar Swamy Kovil,Evening,120
5113,Kailasanathar Swamy Kovil,Night,120
5114,Viharamahadevi Park,Morning,120
5115,Port City,Evening,120
5116,Port City,Night,120
5117,Lotus Tower,Morning,120
5118,Lotus Tower,Evening,120
5119,Pettah Market,Night,120
5120,National Museum of Colombo,Morning,120
5121,Independence Memorial Hall,Morning,120
5122,Independence Memorial Hall,Evening,120
5123,Independence Memorial Hall,Night,120
5124,Viharamahadevi Park,Evening,120
5125,Viharamahadevi Park,Night,120
5126,Pettah Market,Morning,120
5127,Pettah Market,Night,120
5128,One Galle Face ,Morning,120
5129,One Galle Face ,Evening,120
5130,One Galle Face ,Night,120
5131,Colombo City Center (CCC),Morning,120
5132,Colombo City Center (CCC),Evening,120
5133,Colombo City Center (CCC),Night,120
5134,Galle Face Green,Morning,120
5135,Galle Face Green,Evening,120
5136,Galle Face Green,Night,120
5137,National Museum of Colombo,Morning,120
5138,National Museum of Colombo,Evening,120
5139,National Museum of Colombo,Night,120
5140,Pettah Market,Morning,120
5141,Pettah Market,Evening,120
5142,Pettah Market,Night,120
5143,One Galle Face ,Evening,120
5144,Colombo City Center (CCC),Morning,120
5145,Colombo City Center (CCC),Evening,120
5146,Colombo City Center (CCC),Night,120
5147,Independence Memorial Hall,Morning,120
5148,Independence Memorial Hall,Evening,120
5149,Independence Memorial Hall,Night,120
5150,Lotus Tower,Night,120
5151,Pettah Market,Morning,120
5152,Pettah Market,Evening,120
5153,Pettah Market,Night,120
5154,Colombo City Center (CCC),Evening,120
5155,Pettah Market,Morning,120
5156,Galle Face Green,Night,120
5157,Viharamahadevi Park,Night,120
5158,Port City,Evening,120
5159,Port City,Night,120
5160,One Galle Face ,Evening,120
5161,Galle Face Green,Evening,120
5162,National Museum of Colombo,Evening,120
5163,National Museum of Colombo,Night,120
5164,Independence Memorial Hall,Evening,120
5165,Independence Memorial Hall,Night,120
5166,Viharamahadevi Park,Morning,120
5167,Viharamahadevi Park,Evening,120
5168,Lotus Tower,Evening,120
5169,Lotus Tower,Night,120
5170,Pettah Market,Evening,120
5171,One Galle Face ,Morning,120
5172,Colombo City Center (CCC),Evening,120
5173,Galle Face Green,Night,120
5174,Viharamahadevi Park,Morning,120
5175,Viharamahadevi Park,Evening,120
5176,Pettah Market,Morning,120
5177,Pettah Market,Evening,120
5178,One Galle Face ,Evening,120
5179,One Galle Face ,Night,120
5180,One Galle Face ,Evening,120
5181,Colombo City Center (CCC),Evening,120
5182,Galle Face Green,Evening,120
5183,Galle Face Green,Night,120
5184,National Museum of Colombo,Morning,120
5185,National Museum of Colombo,Evening,120
5186,Independence Memorial Hall,Evening,120
5187,Independence Memorial Hall,Night,120
5188,Dutch Museum,Evening,120
5189,Dutch Museum,Night,120
5190,National Art Gallery,Evening,120
5191,National Art Gallery,Night,120
5192,Kailasanathar Swamy Kovil,Evening,120
5193,Viharamahadevi Park,Evening,120
5194,Viharamahadevi Park,Night,120
5195,Lotus Tower,Evening,120
5196,Lotus Tower,Night,120
5197,Pettah Market,Morning,120
5198,Pettah Market,Evening,120
5199,Galle Face Green,Night,120
5200,Independence Memorial Hall,Evening,120
5201,Dutch Museum,Evening,120
5202,National Art Gallery,Evening,120
5203,Kelaniya Raja Maha Viharaya,Evening,120
5204,Kelaniya Raja Maha Viharaya,Night,120
5205,Viharamahadevi Park,Evening,120
5206,Pettah Market,Evening,120
5207,One Galle Face ,Night,120
5208,Galle Face Green,Night,120
5209,Gangaramaya Temple,Night,120
5210,National Museum of Colombo,Morning,120
5211,Viharamahadevi Park,Morning,120
5212,Port City,Evening,120
5213,Lotus Tower,Evening,120
5214,Lotus Tower,Night,120
5215,One Galle Face ,Morning,120
5216,Colombo City Center (CCC),Morning,120
5217,Independence Memorial Hall,Evening,120
5218,Viharamahadevi Park,Evening,120
5219,Port City,Night,120
5220,Pettah Market,Evening,120
5221,One Galle Face ,Morning,120
5222,One Galle Face ,Evening,120
5223,Colombo City Center (CCC),Morning,120
5224,Colombo City Center (CCC),Night,120
5225,Independence Memorial Hall,Morning,120
5226,Independence Memorial Hall,Evening,120
5227,Viharamahadevi Park,Morning,120
5228,Viharamahadevi Park,Evening,120
5229,One Galle Face ,Evening,120
5230,One Galle Face ,Night,120
5231,Galle Face Green,Morning,120
5232,Galle Face Green,Evening,120
5233,Galle Face Green,Night,120
5234,National Museum of Colombo,Morning,120
5235,National Art Gallery,Evening,120
5236,Viharamahadevi Park,Morning,120
5237,Viharamahadevi Park,Evening,120
5238,Viharamahadevi Park,Night,120
5239,Port City,Morning,120
5240,Port City,Evening,120
5241,Port City,Night,120
5242,Pettah Market,Morning,120
5243,Pettah Market,Evening,120
5244,One Galle Face ,Night,120
5245,Colombo City Center (CCC),Night,120
5246,Gangaramaya Temple,Evening,120
5247,Independence Memorial Hall,Evening,120
5248,Kelaniya Raja Maha Viharaya,Evening,120
5249,Kelaniya Raja Maha Viharaya,Night,120
5250,Viharamahadevi Park,Evening,120
5251,Viharamahadevi Park,Night,120
5252,Pettah Market,Evening,120
5253,One Galle Face ,Morning,120
5254,Galle Face Green,Morning,120
5255,Galle Face Green,Evening,120
5256,National Art Gallery,Morning,120
5257,National Art Gallery,Evening,120
5258,Kelaniya Raja Maha Viharaya,Morning,120
5259,Viharamahadevi Park,Night,120
5260,Pettah Market,Morning,120
5261,Pettah Market,Evening,120
5262,Galle Face Green,Evening,120
5263,Galle Face Green,Night,120
5264,National Museum of Colombo,Evening,120
5265,Independence Memorial Hall,Morning,120
5266,Kailasanathar Swamy Kovil,Evening,120
5267,Kailasanathar Swamy Kovil,Night,120
5268,Viharamahadevi Park,Evening,120
5269,Viharamahadevi Park,Night,120
5270,Port City,Evening,120
5271,Port City,Night,120
5272,Pettah Market,Evening,120
5273,Pettah Market,Night,120
5274,One Galle Face ,Night,120
5275,Colombo City Center (CCC),Night,120
5276,Independence Memorial Hall,Evening,120
5277,Viharamahadevi Park,Evening,120
5278,One Galle Face ,Morning,120
5279,Colombo City Center (CCC),Morning,120
5280,Galle Face Green,Morning,120
5281,Galle Face Green,Evening,120
5282,Galle Face Green,Night,120
5283,National Museum of Colombo,Morning,120
5284,National Museum of Colombo,Evening,120
5285,Independence Memorial Hall,Morning,120
5286,Pettah Market,Morning,120
5287,Pettah Market,Evening,120
5288,One Galle Face ,Evening,120
5289,Colombo City Center (CCC),Evening,120
5290,Colombo City Center (CCC),Night,120
5291,Kelaniya Raja Maha Viharaya,Morning,120
5292,Kelaniya Raja Maha Viharaya,Evening,120
5293,Kelaniya Raja Maha Viharaya,Night,120
5294,Port City,Evening,120
5295,Pettah Market,Morning,120
5296,One Galle Face ,Night,120
5297,Colombo City Center (CCC),Morning,120
5298,Galle Face Green,Night,120
5299,Gangaramaya Temple,Morning,120
5300,National Museum of Colombo,Evening,120
5301,Independence Memorial Hall,Night,120
5302,Dutch Museum,Morning,120
5303,National Art Gallery,Night,120
5304,Kelaniya Raja Maha Viharaya,Morning,120
5305,Kailasanathar Swamy Kovil,Night,120
5306,Viharamahadevi Park,Morning,120
5307,Port City,Morning,120
5308,Port City,Night,120
5309,Lotus Tower,Morning,120
5310,Lotus Tower,Evening,120
5311,Lotus Tower,Night,120
5312,Pettah Market,Night,120
5313,Jami Ul-Alfar Mosque,Evening,120
5314,Port City,Night,120
5315,Kelaniya Raja Maha Viharaya,Morning,120
5316,Kelaniya Raja Maha Viharaya,Evening,120
5317,One Galle Face ,Night,120
5318,Colombo City Center (CCC),Night,120
5319,Galle Face Green,Evening,120
5320,Galle Face Green,Night,120
5321,National Museum of Colombo,Morning,120
5322,Independence Memorial Hall,Evening,120
5323,Dutch Museum,Night,120
5324,Viharamahadevi Park,Evening,120
5325,Pettah Market,Night,120
5326,One Galle Face ,Night,120
5327,Galle Face Green,Evening,120
5328,Galle Face Green,Night,120
5329,Independence Memorial Hall,Morning,120
5330,Independence Memorial Hall,Evening,120
5331,Independence Memorial Hall,Night,120
5332,Kelaniya Raja Maha Viharaya,Morning,120
5333,Kelaniya Raja Maha Viharaya,Evening,120
5334,Kelaniya Raja Maha Viharaya,Night,120
5335,One Galle Face ,Morning,120
5336,One Galle Face ,Night,120
5337,Colombo City Center (CCC),Night,120
5338,Galle Face Green,Evening,120
5339,National Museum of Colombo,Evening,120
5340,Dutch Museum,Evening,120
5341,National Art Gallery,Evening,120
5342,Kelaniya Raja Maha Viharaya,Morning,120
5343,Port City,Evening,120
5344,Pettah Market,Evening,120
5345,One Galle Face ,Evening,120
5346,Colombo City Center (CCC),Evening,120
5347,Gangaramaya Temple,Night,120
5348,National Museum of Colombo,Morning,120
5349,Independence Memorial Hall,Morning,120
5350,Viharamahadevi Park,Evening,120
5351,Jami Ul-Alfar Mosque,Evening,120
5352,Gangaramaya Temple,Morning,120
5353,Independence Memorial Hall,Morning,120
5354,Independence Memorial Hall,Evening,120
5355,Dutch Museum,Morning,120
5356,Dutch Museum,Evening,120
5357,National Art Gallery,Morning,120
5358,National Art Gallery,Evening,120
5359,Kelaniya Raja Maha Viharaya,Morning,120
5360,Kelaniya Raja Maha Viharaya,Evening,120
5361,Kailasanathar Swamy Kovil,Morning,120
5362,Kailasanathar Swamy Kovil,Evening,120
5363,Viharamahadevi Park,Morning,120
5364,Viharamahadevi Park,Evening,120
5365,Port City,Evening,120
5366,Lotus Tower,Evening,120
5367,Pettah Market,Morning,120
5368,Pettah Market,Evening,120
5369,Jami Ul-Alfar Mosque,Morning,120
5370,One Galle Face ,Evening,120
5371,Colombo City Center (CCC),Evening,120
5372,Galle Face Green,Evening,120
5373,Gangaramaya Temple,Evening,120
5374,Viharamahadevi Park,Evening,120
5375,One Galle Face ,Night,120
5376,Colombo City Center (CCC),Evening,120
5377,Gangaramaya Temple,Morning,120
5378,National Museum of Colombo,Morning,120
5379,Kelaniya Raja Maha Viharaya,Morning,120
5380,Kelaniya Raja Maha Viharaya,Evening,120
5381,Viharamahadevi Park,Morning,120
5382,Viharamahadevi Park,Evening,120
5383,Lotus Tower,Evening,120
5384,Pettah Market,Morning,120
5385,Pettah Market,Evening,120
5386,One Galle Face ,Evening,120
5387,One Galle Face ,Evening,120
5388,One Galle Face ,Night,120
5389,Colombo City Center (CCC),Evening,120
5390,Colombo City Center (CCC),Night,120
5391,Independence Memorial Hall,Morning,120
5392,Independence Memorial Hall,Night,120
5393,Viharamahadevi Park,Night,120
5394,Port City,Evening,120
5395,Lotus Tower,Night,120
5396,Pettah Market,Evening,120
5397,Pettah Market,Night,120
5398,Colombo City Center (CCC),Night,120
5399,Galle Face Green,Night,120
5400,Independence Memorial Hall,Morning,120
5401,Independence Memorial Hall,Evening,120
5402,Independence Memorial Hall,Night,120
5403,National Art Gallery,Morning,120
5404,National Art Gallery,Evening,120
5405,Kailasanathar Swamy Kovil,Morning,120
5406,One Galle Face ,Evening,120
5407,Colombo City Center (CCC),Evening,120
5408,Galle Face Green,Evening,120
5409,One Galle Face ,Evening,120
5410,Colombo City Center (CCC),Night,120
5411,Galle Face Green,Evening,120
5412,Independence Memorial Hall,Morning,120
5413,Independence Memorial Hall,Evening,120
5414,Independence Memorial Hall,Night,120
5415,Kailasanathar Swamy Kovil,Morning,120
5416,Viharamahadevi Park,Evening,120
5417,Viharamahadevi Park,Night,120
5418,Pettah Market,Evening,120
5419,Pettah Market,Night,120
5420,Colombo City Center (CCC),Morning,120
5421,Colombo City Center (CCC),Evening,120
5422,Pettah Market,Morning,120
5423,Pettah Market,Evening,120
5424,National Museum of Colombo,Night,120
5425,Viharamahadevi Park,Morning,120
5426,Pettah Market,Evening,120
5427,Galle Face Green,Night,120
5428,Kelaniya Raja Maha Viharaya,Morning,120
5429,Kelaniya Raja Maha Viharaya,Evening,120
5430,Kelaniya Raja Maha Viharaya,Night,120
5431,Port City,Night,120
5432,One Galle Face ,Morning,120
5433,One Galle Face ,Evening,120
5434,Colombo City Center (CCC),Morning,120
5435,Colombo City Center (CCC),Evening,120
5436,Galle Face Green,Morning,120
5437,Galle Face Green,Evening,120
5438,Galle Face Green,Night,120
5439,National Museum of Colombo,Morning,120
5440,National Museum of Colombo,Evening,120
5441,National Museum of Colombo,Night,120
5442,Independence Memorial Hall,Morning,120
5443,Independence Memorial Hall,Evening,120
5444,Independence Memorial Hall,Night,120
5445,Dutch Museum,Morning,120
5446,Dutch Museum,Evening,120
5447,Dutch Museum,Night,120
5448,National Art Gallery,Morning,120
5449,National Art Gallery,Evening,120
5450,National Art Gallery,Night,120
5451,Viharamahadevi Park,Evening,120
5452,Viharamahadevi Park,Night,120
5453,Port City,Morning,120
5454,Port City,Evening,120
5455,Port City,Night,120
5456,Lotus Tower,Evening,120
5457,Lotus Tower,Night,120
5458,Pettah Market,Evening,120
5459,Pettah Market,Night,120
5460,Kelaniya Raja Maha Viharaya,Night,120
